titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
golf 7 allstar,65,"Ben Arous , 15 days ago",100000,Gris,Manuelle,20106,1.2L,Volkswagen,Golf 7,6,Compacte,Essence,1,"

          golf 7 fin 2016
6cv
boite6
km110000
chaîne changé a 100000 et disque embrayage et les plaquettes de frain les pneu neuf vidange comple
jamais touché
karhba mta3 kisbaaa
tout option
écran 9p gps marche
téléphone
          







             Afficher le numéro
            



         brabi gachara nn
        "
PISTA VCX occasion,3100,"Nabeul , 24 days ago",5000,Blanc,Automatique,2023,8,"
         PISTA VCX occasion 110 cc
5000km
Vitesse max110 km/h
Très puissante
        ",,,,,,
Golf 7 cup,58500,"Sfax , 4 days ago",196000,Blanc,Manuelle,2014,1.2L,Volkswagen,Golf,5,Compacte,Essence,8,"

          Toutes options...
Tel:
          







             Afficher le numéro
            



"
⚜️ KIA RIO SX ⚜️,0,"Ariana , 3 days ago",110,Blanc,Manuelle,2019,1.4L,Kia,Rio,5,Compacte,Essence,9,"

          ⚜️ KIA RIO SX ⚜️
➖kilométrage: 110.000KM
➖Année: 2019
➖ 5 cv essence
✔️rétroviseurs électriques rabattable
✔️jantes alu
✔️climatronic
✔️volant multifonctions
✔️start / stop
✔️full led
✔️radar de recul / caméra
TEL :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         🏢 Disponible à Notre Showroom AUTOROOM la soukra SIDI FREJ
        "
ciao 4,1111,"Monastir , 20 days ago",138,Bleu,Manuelle,2019,1.2L,Renault,Clio,1111,Compacte,Essence,10,"
         كرهبة نضيفة كول 0 مصروف
        "
Golf 7 année 2019,0,"Sfax , 9 days ago",67000,Blanc,Manuelle,2019,<1.0L,Volkswagen,Gol,5,Autres,Essence,9,"
         Golf 7 année 2019
Boit 6
Tout option
        "
z 750,28500,"Médenine , a month ago",24,Blanc,Automatique,2010,10,"

          a vendre Kawasaki z750
carte grise tunisienne
série : 31***
modèle : 2010
kilométrage: 24k
peinture d'origine
support reservoir
rétroviseurs rizoma
sabot
leche roue
protection moteur
pot Leo Vince
tous les papiers en règle
prix 28.500 négociable
pour plus d'info
          







             Afficher le numéro
            



",,,,,,
Mercedes W 140 S 350,36000,"Sfax , 5 days ago",370000,Bleu,Automatique,1996,3.5L,Mercedes-Benz,Classe S,14,Autres,Diesel,10,"

          MERCEDES W 140 S350
📞
          







             Afficher le numéro
            



         )📞
_ GASOIL 14 CV
_1996
_6 ciylendre
_Double vitrage anti balle/4 vitres teintées électriques séquentielles
_Volant cuir
_Colonne de direction réglable
_Climatiseur automatique conducteur et passager
_Filtre à charbons actifs
_ Sieges et revettement des portes en cuir
_ Sieges AV à réglage lombaire pneumatique et lomgueur d'assise
_Accoudoirs central avant
_Direction paramétrique
_Tempomat (sur boite auto)
_éclairage des seuils de portes
_tableau de bord, console centrale et habillage des portes en ronce de noyer
_indicateur de température extérieure
_ceintures de sécurité à rétracteurs et à réglage automatiquedu point d'ancrage supérieur + fonction confort
_Appuie-tête AR rabattables à distance
_Rétroviseurs extérieurs chauffants à réglages et rabattables électriquement
_Alarme antivol avec télécommande couplée au verrouillage central
_Antenne électrique + 11 haut-parleurs
_Lampe de lecture AR
_Miroirs de courtoisie éclairés AV et AR
_Assistance pneumatique de fermeture des portes et de la malle AR
_Cendriers/allume cigare AR éclairés
_ABS
_ASD
_Banquette AR réglable électriquement
_Boite à gants central AV
_Accoudoir central AV avec vide-poches intégré
_Sieges conducteur et passager réglables électriquement
_Air-bag conducteur et passager
_ASR
_Lave-phares
_Colonne de direction réglable électriquement
_Radio Becker Mexico 2000
_""Sound System"" Bose (11 haut-parleurs)
_Mémoires centralisées du réglage des sieges, de la colonne de direction et des rétroviseurs
_Dossier des sieges conducteur et passager à réglage pneumatique ""multicontours""
_Rideau de lunette arriere électrique
_Toit ouvrant électrique relevable
_ADS et correcteur d'assiette
_Jantes alu spéciales
_Appuie-tete arriere à commande électrique
_ADS (systeme d'amortissement adaptatif) avec correcteur d'assiette AR
_Boite automatique à 5 rapports
_Chauffage additionnel à télécommande
_Climatiseur arriere
_Extincteur
_Garniture intérieur tout cuir
La commande de réglage des sieges électriques à mémoires
_Télécommande autoradio
_Trappe à skis
_Chauffage des sieges
_suspension hydraulique
_Levier de vitesse cuir et bois avec logo moteur
_Rétroviseurs à réglages électriques chauffants et rabattables électriquement.
        "
BOITE AUTOMATIC ET BOITE DE TRANSFERT X5 X3 RANGE ROVER DIESEL,111,"Ariana , 2 days ago",1,"

          ANNEE
          







             Afficher le numéro
            




          SANS CONVERTISSEUR TRES BON ETAT PRIX INTERESSANT TEL
          







             Afficher le numéro
            



",,,,,,,,,,
Ford Fiesta Titanium,0,"La Manouba , 21 days ago",190,Noir,Manuelle,2013,<1.0L,Ford,Fiesta,5,Compacte,Essence,5,"

          A Vendre Ford Fiesta Titanium
En très bon état
Entretient a jour
Mise en route 2013
190 km
Contact:
          







             Afficher le numéro
            



"
Peugeot partner 130ch,0,"Sfax , 2 days ago",100000,Blanc,Manuelle,2020,1.5L,Peugeot,Partner,5,Utilitaire,Diesel,7,"
         av Peugeot partner 130 ch boîte 6 5 cv diesel camera 360. retro rabatable système stop START pack complet très propre
        "
capot kia rio coupé bleu,1500,"Tunis , 3 days ago",4,"

          capot kia rio coupé 2017 tout neuf avec facture+ peinture bleu
tel
          







             Afficher le numéro
            



         note: prix sur facture sans peinture
        ",,,,,,,,,,
C4 à vendre,20000,"Kasserine , a month ago",170000,Marron,Manuelle,2011,1.4L,Citroen,C4,6,Essence,Autres,6,"
         Moteur consomme de l'huile et du carburant, besoin d'être remplacé
        "
golf 6,11111,"Monastir , 15 hours ago",210000,Bleu,Manuelle,2011,1.6L,Volkswagen,Golf,5,Compacte,Diesel,10,"

          🔥🚘 golf 6 🚘 🔥
✅Année 2011/4
✅Kilométrage 210000
✅Puissance 5Cv diesel ⛽️
✅️chaise chauffants
✅ 4 pneu neuf
✅Deux clés
✅ 4vitres électriques
✅Écran Tactile GPS Bluetooth
✅Rétroviseurs électriques
✅️climatiseur glacé 🥶
✅️star and stop
Etc..........
☎
          







             Afficher le numéro
            



         🏠 disponible Monastir ksar hellal
        "
𝑴𝑬𝑹𝑪𝑬𝑫𝑬𝑺-𝑩𝑬𝑵𝒁 𝑮𝑳𝑪 𝑪𝒐𝒖𝒑𝒆̀ 𝟐𝟐𝟎 𝑨𝑴𝑮,1,"Tunis , 10 hours ago",107000,Noir,Automatique,2.2L,2017,Mercedes-Benz,Classe GLC,9,4 x 4,Diesel,10,"
         🔶◾𝑴𝑬𝑹𝑪𝑬𝑫𝑬𝑺-𝑩𝑬𝑵𝒁 𝑮𝑳𝑪 𝑪𝒐𝒖𝒑𝒆̀ 𝟐𝟐𝟎 𝑨𝑴𝑮 ◾🔶
☏︎ 𝟮𝟯 𝟰𝟮𝟲 𝟭𝟯𝟵 / 𝟐𝟒 𝟖𝟐𝟖 𝟕𝟔𝟓 / 𝟐𝟑 𝟖𝟐𝟑 𝟕𝟗𝟗
💥𝗣̲𝗼̲𝘀̲𝘀̲𝗶̲𝗯̲𝗶̲𝗹̲𝗶̲𝘁̲𝗲̲́ ̲𝗱̲𝗲̲ ̲𝗩̲𝗲̲𝗻̲𝘁̲𝗲̲ ̲𝗼̲𝘂̲ ̲𝗘̲𝗰̲𝗵̲𝗮̲𝗻̲𝗴̲𝗲̲
－ 𝗜𝗺𝗺𝗮𝘁𝗿𝗶𝗰𝘂𝗹𝗮𝘁𝗶𝗼𝗻 ：𝗧𝗨𝗡 𝟮𝟯𝟭
－ 𝗠𝗼𝗱𝗲𝗹𝗲 ：𝟮𝟬𝟭𝟳
－𝗠𝗼𝘁𝗼𝗿𝗶𝘀𝗮𝘁𝗶𝗼𝗻 ：𝟵𝒄𝒗 𝑫𝒊𝒆𝒔𝒆𝒍
－ 𝗞𝗶𝗹𝗼𝗺𝗲𝘁𝗿𝗮𝗴𝗲 ：𝟭𝟬𝟱.𝟬𝟬𝟬 𝒌𝒎
𝐎̲𝐩̲𝐭̲𝐢̲𝐨̲𝐧̲𝐬̲ ̲:
- 𝟦 𝘔𝘢𝘵𝘪𝘤 𝘈𝘔𝘎
-𝑆𝐸𝐿𝐿𝐸𝑅𝐼𝐸 𝑆𝑖𝑚𝑖𝑙𝑖𝑐𝑢𝑖𝑟 𝐴𝑟𝑡𝑖𝑐𝑜
-𝑆𝐼𝐸̀𝐺𝐸𝑆 𝑆𝑝𝑜𝑟𝑡
-𝑇𝐴𝑃𝐼𝑆 𝐷𝐸 𝑆𝑂𝐿: 𝑉𝑒𝑙𝑜𝑢𝑟𝑠 | 𝐴𝑀𝐺
-𝑉𝑂𝐿𝐴𝑁𝑇:𝐶𝑢𝑖𝑟 | 𝑀𝑢𝑙𝑡𝑖-𝑓𝑜𝑛𝑐𝑡𝑖𝑜𝑛𝑠 | 𝑆𝑝𝑜𝑟𝑡 | 𝑎̀ 𝑚𝑒́𝑝𝑙𝑎𝑡 | 𝐴𝑣𝑒𝑐 𝑝𝑎𝑙𝑒𝑡𝑡𝑒𝑠
-𝐴𝐼𝐷𝐸 𝐴𝑈 𝑆𝑇𝐴𝑇𝐼𝑂𝑁𝑁𝐸𝑀𝐸𝑁𝑇: 𝑅𝑎𝑑𝑎𝑟 𝑑𝑒 𝑟𝑒𝑐𝑢𝑙 | 𝑅𝑎𝑑𝑎𝑟 𝑎𝑣𝑎𝑛𝑡 | 𝐶𝑎𝑚𝑒́𝑟𝑎 𝑑𝑒 𝑟𝑒𝑐𝑢𝑙
-𝐵𝐴𝐺𝑈𝐸𝑇𝑇𝐸𝑆 𝐸𝑋𝑇𝐸́𝑅𝐼𝐸𝑈𝑅𝐸𝑆 𝐷'𝐸𝑁𝐶𝐴𝐷𝑅𝐸𝑀𝐸𝑁𝑇 𝐷𝐸𝑆 𝑉𝐼𝑇𝑅𝐸𝑆 𝐶ℎ𝑟𝑜𝑚𝑒
-𝐸𝐿𝐸́𝑀𝐸𝑁𝑇𝑆 𝐸𝑋𝑇𝐸́𝑅𝐼𝐸𝑈𝑅𝑆 𝐶𝑂𝑈𝐿𝐸𝑈𝑅 𝐶𝐴𝑅𝑅𝑂𝑆𝑆𝐸𝑅𝐼𝐸
-𝐹𝐸𝑈𝑋 𝐴̀ 𝐿𝐸𝐷: 𝐹𝑒𝑢𝑥 𝑑𝑒 𝑗𝑜𝑢𝑟 | 𝐴𝑣𝑎𝑛𝑡 | 𝐴𝑟𝑟𝑖𝑒̀𝑟𝑒𝑠
-𝐽𝐴𝑁𝑇𝐸𝑆 𝐸𝑛 𝑎𝑙𝑢𝑚𝑖𝑛𝑖𝑢𝑚 | 19'' | 𝐴𝑀𝐺
-𝐾𝐼𝑇 𝐶𝐴𝑅𝑅𝑂𝑆𝑆𝐸𝑅𝐼𝐸 𝑃𝑎𝑐𝑘 𝑆𝑝𝑜𝑟𝑡 𝐴𝑀𝐺
-𝑃𝐻𝐴𝑅𝐸𝑆: 𝐹𝑢𝑙𝑙 𝐿𝐸𝐷 | 𝐿𝐸𝐷 𝐻𝑎𝑢𝑡𝑒𝑠 𝑝𝑒𝑟𝑓𝑜𝑟𝑚𝑎𝑛𝑐𝑒𝑠
-𝐴𝐼𝐷𝐸 𝐴𝑈 𝐷𝐸́𝑀𝐴𝑅𝑅𝐴𝐺𝐸 𝐸𝑁 𝐶𝑂̂𝑇𝐸
-𝐴𝐿𝐿𝑈𝑀𝐴𝐺𝐸 𝐴𝑈𝑇𝑂𝑀𝐴𝑇𝐼𝑄𝑈𝐸 𝐷𝐸𝑆 𝐹𝐸𝑈𝑋
-----------------------------------------------------
🏁 𝗔𝗱𝗿𝗲𝘀𝘀𝗲 : 𝐒𝐇𝐎𝐖𝐑𝐎𝐎𝐌 𝐒𝐐𝐔𝐈𝐃 𝐂𝐀𝐑 𝐑𝐎𝐔𝐓𝐄 𝐌𝐀𝐑𝐒𝐀 𝐆𝐏𝟗
        "
kia sportage gt line tt option neuf 7 cv diesel 1.7 L boite automatique année 2019 120 Alf KM Medenine 97288623,0,"Médenine , 9 days ago",120,Gris,Automatique,2019,1.7L,Kia,Sportage,7,4 x 4,Diesel,10,"

          kia sportage gt line tt option neuf 7 cv diesel 1.7 L boite automatique année 2019 120 Alf KM Medenine
          







             Afficher le numéro
            



"
Volkswagen Golf 6 1.4 16V 80,39900,"La Manouba , a month ago",229000,Noir,Manuelle,2012,1.4L,Volkswagen,Golf 6,5,Berline,Essence,10,"

          Volkswagen Golf 6 VI 1.4 16V 80 juillet/2012
- PUISSANCE FISCALE : 5cv
- Vitres électriques
- Fermeture centralisée
- Boite vitesse manuelle
- Rétroviseurs électriques
- sellerie propre avec tapix originaux
km : 229 mkm
jantes golf 7: 16 pouces
Poste RCD 330 Bluetooth / mirrorlink/androidauto Connectivité Aux, usb, iPod
état très propore et bien entretenu il lui manque un volant multifonction
Telephone
          







             Afficher le numéro
            



         #golf 6
#golf VI
#golf 1.4
#golf 5cv
#golf atmospherique
#skoda
#octavia
#passat
#seat leon
#seat
        "
Ibiza 5,52000,"Sfax , 17 days ago",7136,Gris,Manuelle,2021,<1.0L,Seat,Ibiza,4,Compacte,Essence,5,"

          A vendre: Seat Ibiza première main à l'état neuf, très faible kilométrage, encore sous garantie
● Date de première circulation :
          







             Afficher le numéro
            



         ● Énergie : Essence
● Kilométrage : 7136 Km
●Boîte vitesse : Manuelle
● Écran tactile
● Aide de démarrage en Côte
●Ordinateur de bord
● Allumage automatique des feux
●Connectivite : Bluetooth/ USB/Aux
● Volant multifonction
● Airbag frontaux
● Contrôle de pression des pneus
● Climatisation manuelle
● Vitre avant électrique
● Fermeture centralisée des portes et vitres à distance
●Système freinage ABS
● Anti patinage ESP
● Auto radio commandes au volant
● Volant réglable en hauteur
● Fixation isofix
        "
vente voiture,76,"Tunis , 20 days ago",40.000,Blanc,Automatique,2012,1.5L,Mercedes-Benz,Classe C,15,Cabriolet,Essence,1,"
         A vendre mercedes benz, C-300 état neuf couleur blanche seulement 40,000 kms, toit ouvrant et caméra de recul. Régime RS (Prix 63,000 + Douane 13,900).
        "
Smart forfour,0,"Sousse , 3 days ago",150,Bleu,Manuelle,2015,1.3L,Smart,Smart,5,Autres,Essence,8,"
         En trés bon état
        "
Kia Sportage,63,"Tunis , 4 days ago",200,Blanc,Automatique,2015,2.0L,Kia,Sportage,11,4 x 4,Diesel,10,"

          Kia sportage première m1
2.0 L diesel 11 ch 4x4
Année fin 2014
200 alf klm
antibrouillard ar/av
Boîte vitesses automatique
5 jante aluminium
Écran tactile
Volant multifonction
4 Vitres électriques
J'entends aluminium 18
Caméra et radars de recule
Climatronic
Aux + Bluetooth + USB
Volant multifonction
Accoudoir avant w arrière
Rétroviseur électrique rabattable
Double commande
Numéro
          







             Afficher le numéro
            



"
GRUNDI PUNTO TOUTE OPTIONS,0,"Bizerte , 2 days ago",172000,Noir,Manuelle,2012,1.2L,Fiat,Grande Punto,5,Compacte,Essence,6,"

          GRUNDI PUNTO POP ETAT ORIGINE TRES BIEN ENTRETENUE 5 CV ESSENCE TOUTE OPTIONS TEL
          







             Afficher le numéro
            



"
toyota 53939613 * 58000dt*,58000,"Nabeul , a month ago",00,Beige,Manuelle,000,1.4L,Toyota,Diesel,FJ,4 x 4,1,5,"

          toyota ndhifa barcha mta3 ksiba apple
          







             Afficher le numéro
            



         58000dt
disp a menzel tmime
        "
A VENDRE CADY TDI,14000,"Tunis , a month ago",476000,Bleu,Manuelle,2002,1.9L,8,Volkswagen,Caddy,Diesel,Utilitaire,3,"

          CADDY TURBO DIESEL CLIMATISE FERMETURE CENTRALE VITRE ELECTRIQUE TEL//
          







             Afficher le numéro
            



"
polo 7,28000,"Ariana , 19 days ago",280000,Rouge,Manuelle,2011,1.2L,Volkswagen,Polo,144,Berline,Essence,5,"








             Afficher le numéro
            



         , polo 7 clean one , used by student
        "
mitsubishi l200,36000,"Médenine , a month ago",182000,Blanc,Manuelle,2010,1.4L,Mitsubishi,L200,10,Autres,Diesel,9,"
         mitsubishi l200
Année 2010
Kilométrage 182000
        "
Isuzu 4 porte,20,"Tunis , 10 days ago",000000,Blanc,Manuelle,1992,1.8L,Isuzu,D-MAX,9,Cabriolet,Diesel,9,"
         Voiture d'occasion comme neuf
Très propre
4porte série 64
Carrosserie et moteur très propres
        "
"optic , fare avant droite opel Astra H",220,"Tunis , a month ago",3,"
         fare avant droite opel Astra H
        ",,,,,,,,,,
"🔥🔥Mégane 4 phase 2 🔥🔥
watts app : 0033638514124",63000,"Sidi Bouzid , 24 days ago",117000,Gris,Manuelle,2021,1.5L,Renault,Megane Estate,6,Compacte,Diesel,5,"
         1ère main toute option
Dernier entretien effectué le 08/06/2023 à
Rien à prévoir
OPTIONS ET EQUIPEMENTS :
- compteur cockpit avec plusieurs mode et couleurs
- Allumage des phares auto
- Bluetooth
- Camera de recul
- Car Play
- Clim auto bi zone
- Commandes vocales
- Détecteurs de pluie
- Feux LED Pure Vision
- GPS
- Lane Assist
- Limiteur de vitesse
- Ouverture et fermeture sans clé
- Prises AUX et USB
- Radars avant
- Radars arrière
- Régulateur de vitesse
- Rétroviseurs rabattables électriquement
        "
je met en vente ford mondeo en bonne état premier main,25000,"Ben Arous , 8 days ago",Doré,Manuelle,2009,>4.0L,Ford,Mondeo,8,Berline,Essence,2,"
",
Compteur fiat 500,0,"Sousse , a month ago",00,Beige,Manuelle,2015,1.2L,Fiat,500,4,Berline,Essence,1,"

          A vendre compteur fiat 500
Tel :
          







             Afficher le numéro
            



         Disponible a sousse
        "
moteur sélecteur 4 wd pour Isuzu dmax,500,"Tunis , 24 days ago",200000.0,10.0,Manuelle,D-MAX,2008.0,2.5L,Isuzu,Diesel,2,"
",,
bmw 318i pack luxury,73000,"Ariana , a month ago",215000,Noir,Automatique,2017,1.6L,BMW,Serie 3 GT,7,Berline,Essence,1,"
         vendre bmw 318 pack luxury bien entretenu peinture d’origine toute option
215 km
Année fin 2017
Boite auto
Toit ouvrant
        "
korak 110,1250,"Tunis , a month ago",15000,Orange,Manuelle,2021,4,"
         korak 110
en bonne état
nécessite petites réglages
        ",,,,,,
Berlingo,21000,"Ben Arous , 9 days ago",221000,Jaune,Manuelle,2007,1.6L,Citroen,Berlingo,6,Utilitaire,Diesel,6,"
         Berlingo 2007
        "
Partner B9,25500,"Tunis , a month ago",292063,Gris,Manuelle,2010,1.6L,Peugeot,Partner,90,Pick up,Diesel,6,"
         Je met en vente ou bien échange avec voiture familiale. ma voiture commercial Partner B9 modèle 3 places 2010 montage francais toute options moteur HDI 1.6 très bonne état
        "
Peugeot 301,25000,"Ariana , 22 days ago",70000,Gris,Manuelle,2018,1.2L,Peugeot,301,5,Compacte,Essence,6,"
         Vendre une Peugeot 301 en très bon état
        "
Fiat 500 corail,48000,"Ben Arous , a month ago",65000,Corail,Manuelle,2019,1.2L,Fiat,500,4,Essence,Autres,10,"
         Fiat 500 corail
Première main
        "
206 Bonne etat,18500,"Sfax , 5 days ago",347500,Gris,Manuelle,2007,1.2L,Peugeot,206,6,Berline,Essence,6,"
         Peugeot 206 bonne état, jante alu
        "
22386239,11500,"Sousse , a month ago",460000,Bleu,Manuelle,1996,1.6L,Fiat,Bravo,7,Compacte,Essence,10,"
         fait brava نظيفة
        "
Lecteur DVD portable 2 Ecrans,120,"Bizerte , a month ago",6,"
         Lecteur DVD 2 écrans, portable,
neuf sous emballage d'origine,
Made in germany.
l'un est un lecteur dvd, l'autre est un moniteur du même modèle
Lecteur dvd lit DivX - MPEG4 - Xvid - DVD -MP3
Vous pouvez regarder des films via USB ou avec DVD.
        ",,,,,,,,,,
Renault Clio 1.0 TCe EXPERIENCE+NAVI+LED+TEMPO****SUISSE****,0,"Sousse , 16 days ago",49000,Blanc,Manuelle,2020,<1.0L,Renault,Clio,5,Berline,Essence,10,"
         * ABS
* Android Auto
* Airbags frontaux et latéraux et autres
* Alerte de franchissement involontaire de ligne
* Antidémarrage
* Assistance au freinage d'urgence
* Assistance de démarrage en côte
* Assistant feux de route
* Bluetooth
* Capteur de lumière
* Capteur de pluie
* Climatisation Manuelle
* Cockpit numérique
* Commande vocale
* Contrôle automatique de la pression des pneus
* Direction assistée
* Éclairage adaptatif
* Écran tactile
* ESP
* Fermeture centralisée
* Feux de position LED
* GPS
* Isofix (points d'ancrage des sièges pour enfants)
* Jantes Acier
* Kit appel durgence SOS
* kit de depannage des pneux
* Kit mains libres
* Ordinateur de bord
* Phare antibrouillard
* Phares LED
* Pneus toutes saison
* Point Isofix siège passager
* Port USB
* Radio DAB
* Régulateur de vitesse
* Rétroviseur extérieur électrique
* Sièges sport
* Support lombaire
* Système antipatinage
* Système de limitation de la vitesse
* Système de reconnaissance des panneaux de signalisation
* Système de sonorisation
* Système Stop & Start
* Tuner/radio
* Véhicule non-fumeur
* Verrouillage centralisé sans clé
* Vitre chauffante
* Vitres électriques
* Volant en cuir
* Volant multifonction
* Winter package
        "
Bmw full option,0,"Sousse , 4 days ago",150000,Gris,Automatique,2010,3.2L,BMW,X6,20,4 x 4,Diesel,6,"
         Avendre BMW X6 FULL OPTION...
        "
Peugeot ndhifa,6200,"Ariana , 15 days ago",420000,Rouge,Manuelle,1989,<1.0L,Peugeot,205,8,Autres,Essence,7,"

          Ndhifaaa
Num:
          







             Afficher le numéro
            



"
fiat grande punto,23500,"Ariana , 19 days ago",177000,Gris,Manuelle,2012,1.2L,Fiat,Grande Punto,5,Berline,Essence,10,"

          A vendre voiture 🚗
Fiat grande Punto
Essence
5 Cv
177.000 km
Année 2012
Voiture très très propre
Télé
          







             Afficher le numéro
            



         Prix 23500
        "
A vendre une voiture de marque Seat Ibiza première main,27500,"Ariana , a month ago",189000,Noir,Manuelle,2012,1.2L,Seat,Ibiza,5,Berline,Essence,10,"
         Bonjour
à vendre une voiture de marque Seat Ibiza année 2012 , essence, 5 portes, 189000Km ,Noir.
        "
bmw x5,350000,"Sousse , 23 days ago",18000,Noir,Automatique,2002,2.0L,BMW,X5,350000,4 x 4,Essence,10,"
         ndhifa barcha
        "
clio 4 rouge,0,"Tunis , 6 days ago",110,Rouge,Manuelle,2021,1.2L,Renault,Clio,4,Compacte,Essence,4,"
         En bonne état
        "
mercede s 400 hybrid,0,"Monastir , a month ago",180,Noir,Automatique,2012,3.0L,Mercedes-Benz,Classe S,18,Berline,Essence,10,"
         Mercedes Benz
S400
Hybrid
W221
18 ch essence électrique
Kilométrage
180 000
Année 2012
Voiture en excellent ét
- Toit ouvrant
- Version limousine
- Sièges électriques AV et AR
- Rideaux électriques
- Intérieur cuir beige
- Téléphone
- Chargeur CD
- Limiteur / régulateur de vitesse
- Climatronic Bi-Zone...
        "
Mégane 4-2019 importé 11/2023,55000,"Tunis , 12 days ago",100000,Blanc,Manuelle,2019,1.5L,Renault,Megane Estate,5,Autres,Diesel,10,"
         Mégane 4 modèle 2019 importé de la France septembre 2023, 100 000 km, boîte 6, radar de recul, écran tactile, mode économique, jante Alu large 245/45/18"", feu de route automatique, capteur de pluie, Android auto, ... très bien entretenu, a roulé en Tunisie 10 000 km. Sous régime RS.
        "
Renault Kadjar,70000,"Tunis , 12 days ago",69000,Noir,Manuelle,2019,1.3L,Renault,Kadjar,7,4 x 4,Essence,10,"
         Première main, très bon état.
        "
Seat Leon,45000,"Ariana , a month ago",132000,Autre,Manuelle,2016,1.2L,Seat,Leon ST,06,Berline,Essence,7,"
         Je mets en vente ma voiture Seat Leon 2 portes 11/2016 très bien entretenu (chez le concessionnaire) 132 mille Kilomètres,toit panoramique ouvrant.
        "
vente pièces clio classique,400,"Ariana , a month ago",4,"
         Vente culasse bonne occasion de moteur clio classique en bon état.
        ",,,,,,,,,,
Fait grandi punto,0,"Nabeul , 11 hours ago",129,Gris,Manuelle,2015,1.2L,Fiat,Punto,4,Berline,Essence,10,"

          Fait Grandi punto excellente état 4 CV 4 cylindre Année 2015
Essence penutre d'origine
MOTEUR BIEN ENTRETENU 4 chv 4 clnder
MECANIQUE TRES BONNE ETAT
DIRECTION ASSISTE
VITRE ELECTRIQUE
kilométrage 129 Plus info par tel
          







             Afficher le numéro
            



         Disponible a kelibai nabuel
        "
Belle voiture,21000,"Sousse , a month ago",200,Noir,Manuelle,1.4L,2007,1.6,Compacte,Chevrolet,Aveo,Essence,5,"

          Je vends ma voiture très bonne état ‘ état d’origine 0 dépense prix légèrement négociable 21000 numero
          







             Afficher le numéro
            



"
Wallys à vendre,45000,"Tunis , 12 days ago",75000,Bleu,Manuelle,2021,1.2L,wallyscar,IRIS,5,Essence,Autres,5,"
         MOTORISATION
- NOMBRE DE CYLINDRES 3
- ENERGIE Essence
- PUISSANCE FISCALE 5 CV
- PUISSANCE (CH.DIN) 82 CH
- COUPLE 118 nm 2750 tr/min
- CYLINDRÉE 1199 CM³
- CONNECTIVITÉ USB | AUX / BLUETOOTH
- FEUX ANTI-BROUILLARD
- CAMERA DE RECUL
- PEINTURE PERSONNALLISÉE
- JANTES 16''
- PROJECTEURS LED
- ECRAN TACTILE
- SCELLERIE EN CUIR
- BANQUETTE ARRIÈRE
- VOLANT RÉGLABLE ( hauteur et en profondeur )
- CLIMATISATION Manuelle
- FERMETURE CENTRALISÉE
- ORDINATEUR DE BORD
- VITRES ÉLECTRIQUES
        "
kia rio,44,"Nabeul , 14 days ago",82000,Rouge,Manuelle,2020,1.2L,Kia,Rio,5,Berline,Essence,9,"

          KIA RIO
5CV 1.2
Année: 07/2020
Kilométrage : 82milles km
Essence
Climatronic
Détecteur de Pluie et de lumière
Rétroviseur Rabattable
Volant multifonction
Fermeture centralisée
J Bluetooth, USB, Aux
          







             Afficher le numéro
            



"
"Toyota AGya 1,2L G",39,"Sousse , a month ago",31000,Noir,Automatique,2022,1.2L,Toyota,Aygo,5,Compacte,Essence,8,"

          Toyota AGya boîte auto tout option essence très belle voiture peinture origine 5cv 4 cylindres
année 2022
tel:
          







             Afficher le numéro
            



"
audi a3 kit sline à vendre,0,"Sfax , 7 days ago",97000,Blanc,Automatique,2017,1.2L,Audi,A3,6,Compacte,Essence,10,"
         kit sline très très bon état rien à prévoir
        "
fiat croma,0,"Kairouan , a month ago",200000,Gris,Manuelle,1992,1.2L,Fiat,Croma,8,Autres,Diesel,7,"

          a vendre fiat croma 8 cv diesel turbo toutes options nthifa barcha
prix 12500
numero
          







             Afficher le numéro
            



         dispo kairouan
        "
Mercedes c180 boite auto,1,"Tunis , 5 days ago",266,Blanc,Automatique,2011,1.5L,Mercedes-Benz,Classe C,9,Berline,Essence,8,"

          Àv. Mercedes 9ch. fin 2011 essence * Boite auto /toit ouvrant/ sièges électriques chauffants/ climatronic / accoudoir avant et arrière/ boite à gants réfrigérée/ radar de proximité / GPS / bluetooth / chargeur CD-MP3 / USB / ordinateur de bord / 3 appuis tête arrière / rétroviseurs électriques rabattables / volant multifonctions réglable en hauteur et profondeur
CONTACT :
          







             Afficher le numéro
            



"
Moteur 1.6 vti a vendre mbayel fiih tous les piece ili iheb yechri,64859592,"Ben Arous , 18 days ago",2008,3,"

          Moteur 1.6 vti avec tous les piece
          







             Afficher le numéro
            



",,,,,,,,,
Kia rio 1er main,53000,"Kairouan , a month ago",59715,Rouge,Manuelle,2019,1.2L,Kia,Rio,5,Compacte,Essence,10,"

          Kia Rio 1er main
Toute option état d'origine neuf
5 cv essence 4 cylindres
Mise en circulation Nov 2019
Kilométrage 59715
Numero telephone :
          







             Afficher le numéro
            



"
Peugeot 208,29.8,"Béja , 13 days ago",96000,Gris,Manuelle,2018,1.2L,Peugeot,208,5,Compacte,Essence,5,"
         7aja nthifa
        "
